Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,Wei Pang,,No. 92 Weijin Road,Tianjin,,300072,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Wei Pang,,"3rd Floor, Room 316, A2 Building, Tianjin University Science Park, No. 80, 4th Avenue, Tianjin Economic Development Area (TEDA)",Tianjin,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Zhao Gang,,No. 92 Weijin Road,Tianjin,,300072,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Zhao Gang,,"3rd Floor, Room 316, A2 Building, Tianjin University Science Park, No. 80, 4th Avenue, Tianjin Economic Development Area (TEDA)",Tianjin,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,France Tech Services,,73 Rue Jean Jaures,Puteaux,,92800,France,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,France Technology Services,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,MRS GmbH,,Wiener Strasse 23 A,Regensburg,,93065, Germany,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,MRS International,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,MRS GmbH,,Gewerhofstrasse 11,Essen,,45145, Germany,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,MRS International,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,SMIC Hong Kong International Company Limited,,"Suite 3003, 30th Floor, No. 9 Queen's Road",Central Hong Kong,,,Hong Kong,85 FR 83420; 85 FR 83765; 86 FR 12529,12/22/2020; 12/2/2020; 3/4/2021,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,SMIC Hong Kong,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Zigma Aviation,,"Viasalettuol, No. 12",Venezia Mestre,,,Italy,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Zigma Aviation Services,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Feroz Ahmed Akbar,,"116/8 San Juan St, Georges Road",ST. Julians,,STJ 3203,Malta,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Sparx Air Ltd,,116/8 San Juan St Georges Road,ST. Julians,,STJ 3203,Malta,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Geo Research,,136-B Faisal Town,Lahore,,,Pakistan,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,See §744.2(d) of the EAR.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Geo Research,,102-G Block Model Town,Lahore,,,Pakistan,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,See §744.2(d) of the EAR.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Link Lines (Pvt.) Limited,,"1st Floor, Flat B, 11 Main Gulberg, Ghaus-Ul-Azam Road",Lahore,,,Pakistan,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,See §744.2(d) of the EAR.,,,,,,,,,,,,Link Lines,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Link Lines (Pvt.) Limited,,"VIP Square Plaza, 1st Floor, Office No. 3, 1-8 Markaz",Islamabad,,,Pakistan,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,See §744.2(d) of the EAR.,,,,,,,,,,,,Link Lines,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Link Lines (Pvt.) Limited,,"17-Chaman Chambers, Nishter Road",Lahore,,,Pakistan,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,See §744.2(d) of the EAR.,,,,,,,,,,,,Link Lines,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oriental Engineers,,11-B Main Gulberg,Lahore,,,Pakistan,82 FR 24245; 85 FR 83420,5/26/17; 12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Oriental Engineers Pvt. Ltd.; Oriental Engineers Services; Advance Technologies; and Advanced Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oriental Engineers,,"1st Floor, Flat B, 11 Main Gulberg, Ghaus-Ul-Azam Road",Lahore,,,Pakistan,82 FR 24245; 85 FR 83420,5/26/17; 12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Oriental Engineers Pvt. Ltd.; Oriental Engineers Services; Advance Technologies; and Advanced Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oriental Engineers,,14 Nishter Road,Lahore,,,Pakistan,82 FR 24245; 85 FR 83420,5/26/17; 12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Oriental Engineers Pvt. Ltd.; Oriental Engineers Services; Advance Technologies; and Advanced Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oriental Engineers,,"LG-7 Eden Heights 3-A and 6-A, Main Jail Road, Gulberg",Lahore,,,Pakistan,82 FR 24245; 85 FR 83420,5/26/17; 12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Oriental Engineers Pvt. Ltd.; Oriental Engineers Services; Advance Technologies; and Advanced Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oriental Engineers,,"VIP Square Plaza, 1st Floor, Office No. 3, I-8 Markez",Islamabad,,,Pakistan,82 FR 24245; 85 FR 83420,5/26/17; 12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Oriental Engineers Pvt. Ltd.; Oriental Engineers Services; Advance Technologies; and Advanced Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oriental Engineers,,"199-E, Officers Colony, Cavalry Ground",Lahore,,,Pakistan,82 FR 24245; 85 FR 83420,5/26/17; 12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Oriental Engineers Pvt. Ltd.; Oriental Engineers Services; Advance Technologies; and Advanced Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Oriental Engineers,,"7, Lower Ground Floor, Eden Heights, Plaza, Jail Road, Gulberg",Lahore,,54600,Pakistan,82 FR 24245; 85 FR 83420,5/26/17; 12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Oriental Engineers Pvt. Ltd.; Oriental Engineers Services; Advance Technologies; and Advanced Technologies,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cosmos Complect,,"Sokolovo-Meshcherskaya Street, Building 14, Office 9",Moscow,,125466,Russia,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Kosmos Komplekt; Cosmos Complect Ltd.; and COSMOS,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Cosmos Complect,,"Pyatnitskaya 39, building 2",Moscow,,119017,Russia,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Kosmos Komplekt; Cosmos Complect Ltd.; and COSMOS,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ilias Kharesovich Sabirov,,Solovjinaya Roscha Str 9-1-86,Moscow,,,Russia,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,OOO Sovtest Comp,,"Sokolovo-Meshcherskaya Street, Building 14, Office 9",Moscow,,125466,Russia,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,SOVTEST,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Sky Float Aviation FZE,,"M6 Office 1309, Building R2, Near Urban Line Group, SAIF Zone, P.O. Box 121887",Sharjah,,,United Arab Emirates,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,, ,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,CNOOC Limited (a subsidiary of China National Offshore Oil Corporation),,"No. 25 Chaoyangmen North Street, Dongcheng District",Beijing,,100010,China,86 FR 4864; 87 FR 38925,1/14/2021; 6/30/2022,,,"All items subject to the EAR except for: crude oil, condensates, aromatics, natural gas liquids, hydrocarbon gas liquids, natural gas plant liquids, refined petroleum products, liquefied natural gas, natural gas, synthetic natural gas, and compressed natural gas under the following Harmonized System (HS) codes: 271111, 2711210000, 2711210000, 2709, 2709002010, 2707, 27075000, 2710, 271019, 271112, 271113, 271114, 271119, 27111990, 271311, 271312, 271012250, 2901, 290511, 2701, 29109020, 29151310, 29155020, 29156050, 29159020, 29161210, 29280025, 29321910, 29362920, 29419030, 2909300000, 2917194500, 2922504500, 2924296000, 2925294500, 2928002500, 2933194350; or items required for the continued operation of joint ventures with persons from countries in Country Group A:1 in supplement no. 1 to part 740 of the EAR not operating in any body of water, or the airspace above any body of water, within the following coordinates: Upper Left:  26°4’48.931” N 104°31’41.383” E; Upper Right: 26°4’48.931” N 123°19’22.225” E; Lower Right: 0°0’0.00” N 123°19’22.225” E; Lower Left: 0°0’0.00” N 104°31’41.383” E",Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,CNOOC Limited (a subsidiary of China National Offshore Oil Corporation),,"65th Floor, Bank of China Tower, 1 Garden Road",Hong Kong,,,China,86 FR 4864; 87 FR 38925,1/14/2021; 6/30/2022,,,"All items subject to the EAR except for: crude oil, condensates, aromatics, natural gas liquids, hydrocarbon gas liquids, natural gas plant liquids, refined petroleum products, liquefied natural gas, natural gas, synthetic natural gas, and compressed natural gas under the following Harmonized System (HS) codes: 271111, 2711210000, 2711210000, 2709, 2709002010, 2707, 27075000, 2710, 271019, 271112, 271113, 271114, 271119, 27111990, 271311, 271312, 271012250, 2901, 290511, 2701, 29109020, 29151310, 29155020, 29156050, 29159020, 29161210, 29280025, 29321910, 29362920, 29419030, 2909300000, 2917194500, 2922504500, 2924296000, 2925294500, 2928002500, 2933194350; or items required for the continued operation of joint ventures with persons from countries in Country Group A:1 in supplement no. 1 to part 740 of the EAR not operating in any body of water, or the airspace above any body of water, within the following coordinates: Upper Left:  26°4’48.931” N 104°31’41.383” E; Upper Right: 26°4’48.931” N 123°19’22.225” E; Lower Right: 0°0’0.00” N 123°19’22.225” E; Lower Left: 0°0’0.00” N 104°31’41.383” E",Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Chimconnect GmbH,,"Reichenauestrasse 1a, DE-",Konstanz,,78467,Germany,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Pharmcontract GmbH,,Goethestrasse 4-8 D-60313 Frankfurt am Main,,,,Germany,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,Farmkontract GmbH,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Riol-Chemie,,Gobelstrasse 21,Lilienthal,,,Germany,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,27th Scientific Center of the Russian Ministry of Defense,,Birgadirskiy pereulok 13,Moscow,,105005,Russia,86 FR 12529,3/4/2021,,,All items subject to the EAR.,See §744.4(d) of this part.,,,,,,,,,,,,27th NTs,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Chimmed Group,,9/3 Kashirskoe Highway,Moscow,,115230,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,OOO Khimmed; Chimmed; TD Chimmed; TD Khimmed; Khimmed; and SPK Khimmed.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Chimmed Group,,"Runovskiy, D 11/13, Korp 2",Moscow,,,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,OOO Khimmed; Chimmed; TD Chimmed; TD Khimmed; Khimmed; and SPK Khimmed.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Chimmed Group,,"Kashirskoe, D 9, Korp 3",Moscow,,,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,OOO Khimmed; Chimmed; TD Chimmed; TD Khimmed; Khimmed; and SPK Khimmed.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Femteco,,13 3-ya Khoroshevskaya Street,Moscow,,123298,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Femteco,,"3298 G. Moskva, Ul. 3-ya Khoroshevskaya, D. 13, K. ",,,,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Interlab,,"Tikhvinsky Per., 11, Building 2",Moscow,,127055,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,OOO Interlab,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,LabInvest,,"Remenskoe, Street 100-Y, Svirskoy Division, D 52, Oblast",Moscow,,140104,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,OOO Analit Products,,"26th-line V.O., dom. 15/2 lit. A, office 9.06",St. Petersburg,,199106,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,OOO Intertech Instruments,,3/2 Novopeschanaya Street,Moscow,,125057,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,Intertek Instruments,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Pharmcontract GC,,"Dubininskaya Street, 57/2, Office 306",Moscow,,115054,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,Farmkontract GC,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rau Farm,,Petro-Razumovskaya Alley 18,Moscow,,,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,Raw Farm; Rau Pharm; and Raw Pharm,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rau Farm,,Ul. Mnevniki 3/1,Moscow,,,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,Raw Farm; Rau Pharm; and Raw Pharm,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Rau Farm,,"Denisovsky Pereulok, Bldg 8/14",Moscow,,,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,Raw Farm; Rau Pharm; and Raw Pharm,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Regionsnab,,"129327 ul. Lenskaya 2/21, Suite III",Moscow,,,Russia,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Chimconnect AG,,"Langaulistrasse 17, CH-9470 Buschs/SG",,,,Switzerland,86 FR 12529,3/4/2021,,,For all items subject to the EAR. ,"See §§ 744.2(d), 744.3(d), and 744.4(d) of this part.",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ministry of Defence,,"Building 24, Nay Pyi Taw",,,,Burma,86 FR 13180,3/8/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Ministry of Defense; and MOD,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ministry of Home Affairs,,"Building 10, Nay Pyi Taw",,,,Burma,86 FR 13180,3/8/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,MOHA,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Myanmar Economic Corporation,,"Corner of Ahlone Road and Strand Road, Ahlone Township",Yangon,,,Burma,86 FR 13180; 86 FR 35391,3/8/2021; 7/6/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,MEC,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Myanmar Economic Holdings Limited,,"89-191 Maha Bandoola Road, Botahtaung Township",Yangon,,,Burma,86 FR 13180,3/8/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,MEHL; Myanma Economic Holdings Limited; Myanma Economic Holdings Public Company Limited; Myanmar Business Holdings Public Company Limited; Myanmar Economic Holdings Public Company Limited; UMEH; Union of Myanmar Economic Holdings Company Limited; and Union of Myanmar Economic Holdings Limited.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,National Supercomputing Center Jinan,,"No. 1768, Xinluo Street, High-tech Development Zone",Jinan City,Shandong Province,,China,86 FR 18437,4/9/2021, ,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Shandong Computing Center; and NSCC-JN,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"National Supercomputing Center Shenzhen, ",,"No. 9 Duxue Road, University Town Community, Taoyuan Street, Nanshan District",Shenzhen,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,The National Supercomputing Shenzhen Center; Shenzhen Cloud Computing Center; and NSCC-SZ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,National Supercomputing Center Wuxi,,"No. 1, Yinbai Road, Binhu District",Wuxi City,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,NSCC-WX,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,National Supercomputer Center Zhengzhou,,"Southeast of the intersection of Fengyang Street and Changchun Road, Zhongyuan District",Zhengzhou City,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,NSCC-ZZ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,National Supercomputer Center Zhengzhou,,"1st Floor, Building 18, Zhengzhou University (South Campus) ",Zhengzhou City,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,NSCC-ZZ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,National Supercomputer Center Zhengzhou,,"Room 213, Institute of Drug Research, Zhengzhou University, Changchun Road, High-Tech Zone",Zhengzhou City,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,NSCC-ZZ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Shanghai High-Performance Integrated Circuit Design Center,,"No. 399, Bi sheng Road, Zhangjiang Hi-Tech Park, Pudong New Area ",Shanghai,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Shenwei Micro; and Shanghai High-Performance IC Design Center,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Shanghai High-Performance Integrated Circuit Design Center,,"428 Zhanghen Rd, Zhangjiang High Tech Park, Pudong District",Shanghai,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Shenwei Micro; and Shanghai High-Performance IC Design Center,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Sunway Microelectronics,,"Building D22, Electronic Science and Technology Park, Section 4, Huafu Avenue ",Chengdu,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Chengdu Shenwei Technology; and Chengdu Sunway Technology ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Sunway Microelectronics,,"Shuangxing Avenue, Gongxing Street, Southwest Airport Economic Development Zone, Shuangliu District",Chengdu,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Chengdu Shenwei Technology; and Chengdu Sunway Technology ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin Phytium Information Technology,,Bldg 5 Xin’an Venture Plaza 1 Haiyuan M Rd Binhai New Area,Tianjin,,300450,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Phytium; Phytium Technology; and Tianjin Feiteng Information Technology,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin Phytium Information Technology,,"Building 5, Xin’an Chuangye Plaza, No. 1, Haiyuan Middle Road, Binhai New District",Tianjin,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Phytium; Phytium Technology; and Tianjin Feiteng Information Technology,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin Phytium Information Technology,,"8th Floor, Quantum Core Tower, No.27 Zhichun Road, Haidian District",Beijing,,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Phytium; Phytium Technology; and Tianjin Feiteng Information Technology,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin Phytium Information Technology,,"10th Floor, Office Building, Wangdefu Kaiyue International Building, No.526 Sanyi Avenue, Kaifu District",Changsha City,Hunan Province,,China,86 FR 18437,4/9/2021,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Phytium; Phytium Technology; and Tianjin Feiteng Information Technology,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
